city_id,city_name,date,city_tier,city_rank,median_income_weekly,disruption_freq_weekly,avg_disruption_duration_hrs,demand_stability_orders,total_orders_weekly,rainfall_mm,temperature_avg,holiday_flag,event_flag,weekly_insurance_premium,risk_score,income_to_risk_ratio,demand_risk_interaction,stability_adjusted_risk,week_of_year,rolling_avg_orders,demand_growth_rate,seasonality_index
0,Mumbai,2024-01-07,3,1,8884.823578425108,2,1.6481222299146678,0.508781151952785,76.33128464177781,13.416285825805176,25.32832963968147,1,0,294.44370308875824,3.2962444598293357,2695.4383046229295,152.66256928355563,1.619177406439381,1,,,0.6051518850416945
0,Mumbai,2024-01-14,3,1,10211.774684881444,1,3.11123953919429,0.633613288350523,95.46018071352476,59.40252105416141,27.03938902187958,0,0,298.18872064691703,3.11123953919429,3282.220657148746,95.46018071352476,1.13991682391923,2,,0.2506036176584572,0.7754918104710459
0,Mumbai,2024-01-21,3,1,10397.506994876843,1,1.206134116700587,0.7279192634515005,112.75902489702624,9.086590328643483,26.656814760188496,0,0,289.55932135197315,1.206134116700587,8620.52308355186,112.75902489702624,0.32816585884816957,3,,0.1812152884501148,0.8908165163724016
0,Mumbai,2024-01-28,3,1,11342.057242559498,2,3.067711029939264,0.3321665753176291,123.11151093125588,10.559530910581628,26.731675710130567,0,0,325.8728036722847,6.135422059878528,1848.6189102993924,246.22302186251176,4.097439926120444,4,101.91550029589618,0.09181070910894928,0.9550307642853111
0,Mumbai,2024-02-04,3,1,9442.5606814878,4,1.1253523608626017,0.3456463197526501,116.17800172867592,23.48102965791256,30.919841937128027,0,0,301.39859567390846,4.501409443450407,2097.689801408049,464.7120069147037,2.945513835621949,5,111.8771795676207,-0.0563189351680653,0.8921779457302165
0,Mumbai,2024-02-11,3,1,8839.582643173842,3,1.8323727878263276,0.5712172342133126,109.60735192177252,71.88231288673849,31.596417621311588,0,1,322.36275556553005,5.497118363478982,1608.039350562483,328.82205576531754,2.3570696157493067,6,115.41397236968264,-0.05655674662272647,0.8336571059869611
0,Mumbai,2024-02-18,3,1,11404.457043326916,2,3.0315087194265726,0.5349466141740218,120.54525483441444,14.071592538658946,31.511592055084613,0,0,330.1120242634224,6.063017438853145,1880.987009907749,241.09050966882887,2.819626788260606,7,117.36052985402969,0.09979169025494183,0.9131307940706257
0,Mumbai,2024-02-25,3,1,9035.603942629372,6,1.70281814085077,0.1394742865998819,72.6433257134717,14.95048022593816,34.410390061710416,0,0,327.35774877317226,10.216908845104621,884.3774648100864,435.85995428083015,8.79191277267763,8,104.74348354958363,-0.39737714426621484,0.5382913789653277
0,Mumbai,2024-03-03,3,1,10420.648357211252,2,1.949866207783336,0.4629695045438926,110.46278624957728,23.941420455718383,37.12006988791013,0,0,307.4435373381226,3.899732415566672,2672.144456787562,220.92557249915455,2.0942752312780124,9,103.31467967980899,0.5206185174571649,0.8022552034752467
0,Mumbai,2024-03-10,3,1,10467.537842868644,2,1.637191207842157,0.6317873512216565,107.62599537077196,14.531406123404476,32.97102821008007,0,0,312.6415519708349,3.274382415684314,3196.797598450647,215.25199074154392,1.2056690223923523,10,102.81934054205884,-0.02568096437831957,0.7791318732408593
