city_id,city_name,date,city_tier,city_rank,median_income_weekly,disruption_freq_weekly,avg_disruption_duration_hrs,demand_stability_orders,total_orders_weekly,rainfall_mm,temperature_avg,holiday_flag,event_flag,weekly_insurance_premium
0,Mumbai,2024-01-07,3,1,8884.823578425108,2,1.6481222299146678,0.508781151952785,76.33128464177781,13.416285825805177,25.32832963968147,1,0,294.44370308875824
0,Mumbai,2024-01-14,3,1,10211.774684881444,1,3.11123953919429,0.633613288350523,95.46018071352476,59.40252105416141,27.03938902187958,0,0,298.18872064691703
0,Mumbai,2024-01-21,3,1,10397.506994876845,1,1.206134116700587,0.7279192634515005,112.75902489702624,9.086590328643485,26.656814760188496,0,0,289.55932135197315
0,Mumbai,2024-01-28,3,1,11342.057242559498,2,3.067711029939264,0.3321665753176291,123.11151093125589,10.559530910581628,26.731675710130567,0,0,325.8728036722847
0,Mumbai,2024-02-04,3,1,9442.560681487801,4,1.1253523608626017,0.34564631975265014,116.17800172867592,23.481029657912558,30.919841937128027,0,0,301.39859567390846
0,Mumbai,2024-02-11,3,1,8839.582643173842,3,1.8323727878263274,0.5712172342133126,109.60735192177253,71.88231288673849,31.596417621311588,0,1,322.36275556553005
0,Mumbai,2024-02-18,3,1,11404.457043326916,2,3.0315087194265726,0.5349466141740218,120.54525483441445,14.071592538658946,31.511592055084613,0,0,330.1120242634224
0,Mumbai,2024-02-25,3,1,9035.603942629372,6,1.7028181408507699,0.13947428659988192,72.6433257134717,14.950480225938161,34.410390061710416,0,0,327.35774877317226
0,Mumbai,2024-03-03,3,1,10420.648357211252,2,1.949866207783336,0.4629695045438926,110.46278624957728,23.941420455718383,37.120069887910134,0,0,307.4435373381226
0,Mumbai,2024-03-10,3,1,10467.537842868645,2,1.6371912078421573,0.6317873512216565,107.62599537077197,14.531406123404476,32.97102821008007,0,0,312.6415519708349
0,Mumbai,2024-03-17,3,1,11519.299501256777,3,2.089931351572934,0.5227833114165866,141.27879506201646,22.950699555605652,34.259357116280476,1,0,348.3332275618523
0,Mumbai,2024-03-24,3,1,10270.413115409854,6,1.099904126223157,0.13565377703693093,76.78168839985872,61.41892307422403,35.67337645226631,0,0,337.1236818854028
0,Mumbai,2024-03-31,3,1,9947.596768473795,4,4.475048828672711,0.3562824599733182,113.33661515105999,57.43094537263444,33.72429424983709,0,0,363.42601127439036
0,Mumbai,2024-04-07,3,1,9201.83352757438,10,2.5710515759483497,0.1,87.58912685984096,39.51506339984242,34.99028611069794,0,0,396.59770228786783
0,Mumbai,2024-04-14,3,1,10157.767192531337,4,2.9548168686072382,0.3488556552530271,121.76721359329284,54.02515643776446,31.054336321011338,0,0,340.145511445963
0,Mumbai,2024-04-21,3,1,9301.620901320088,3,4.436175081944339,0.27167489378344756,120.29195031210557,32.45133345081725,35.92167690045869,0,1,358.4979339246832
0,Mumbai,2024-04-28,3,1,9480.632726751126,3,2.181786393090269,0.3352280027175,104.53136688170704,97.09019721557988,32.29916268741383,1,0,332.5305243064182
0,Mumbai,2024-05-05,3,1,10858.125106162977,3,1.0156595307809382,0.3944055102225382,136.85728575503745,34.099769028272156,33.99126275873975,0,0,305.78927778120516
0,Mumbai,2024-05-12,3,1,9887.60304944465,4,1.7758880352289692,0.15084622134685854,95.47375819414792,49.8633048747724,35.65063592520984,0,0,312.7590392109018
0,Mumbai,2024-05-19,3,1,9895.336432521515,3,2.057332104813157,0.6092981794259464,112.39976869724573,24.483514380609666,36.047689635763746,0,1,322.08789232966404
0,Mumbai,2024-05-26,3,1,10090.458412001306,1,3.777020305840678,0.6771061748742263,110.35648361281412,131.09951139011184,34.94214983316579,0,0,300.1885568467062
0,Mumbai,2024-06-02,3,1,9925.618313559009,1,3.786324258688907,0.719909238185999,108.7005945560773,48.30797502610571,34.90687178122796,0,1,320.26384400275003
0,Mumbai,2024-06-09,3,1,10787.546808186227,0,3.4920084156990527,1.0,123.42056999792244,31.246053118303895,30.78276845595294,1,0,319.2090407963485
0,Mumbai,2024-06-16,3,1,10491.893946746817,2,2.976232870425521,0.5946289348001919,108.21888660283274,58.61618319716325,26.256151830282555,0,0,311.3710585926524
0,Mumbai,2024-06-23,3,1,10407.205202710238,3,2.4677641234759924,0.326176914885165,89.1179281070546,12.085422824963231,25.307233855669875,1,0,336.761054775646
0,Mumbai,2024-06-30,3,1,10007.255525135266,3,2.469491547738029,0.41322372173469724,86.04486497979431,14.183909629888184,26.566351813552323,0,0,305.8637561674031
0,Mumbai,2024-07-07,3,1,9395.860044728977,2,1.4740452155480088,0.4910347143312834,101.4686496685139,15.725533652635148,25.78408377946519,0,0,280.3253172000254
0,Mumbai,2024-07-14,3,1,9642.16473423121,0,2.127006771389208,0.6059347261193183,97.77943120391562,21.51967950681661,23.10945546098548,1,1,313.7722850178367
0,Mumbai,2024-07-21,3,1,8108.660087813176,7,1.670114097973026,0.1,77.55966864354832,16.163889373218428,23.186608980198677,0,0,304.4697055545924
0,Mumbai,2024-07-28,3,1,9653.554278298576,2,1.5606689952437915,0.3913536381573665,106.88326402766315,9.130203925470232,24.634266567596345,0,0,293.0290179758638
0,Mumbai,2024-08-04,3,1,9122.08886600981,2,0.8715609946846224,0.2935658018539306,92.6681750418748,23.25244390199662,20.443983959413508,0,0,280.45649739522656
0,Mumbai,2024-08-11,3,1,7554.5398906506925,1,1.337990965926596,0.5602763668638694,62.572975251617535,23.399505873890472,19.032786015254285,0,0,256.8418044949219
0,Mumbai,2024-08-18,3,1,6367.735230146411,2,1.8653346493440566,0.5176627200996797,54.10330778072943,1.256695942606513,17.07812899919708,0,0,246.34263047775528
0,Mumbai,2024-08-25,3,1,8821.395427402738,4,1.2534386100451367,0.4899596647852733,64.88781600082194,3.4802103396165736,16.283320828753567,1,0,296.75083420592125
0,Mumbai,2024-09-01,3,1,6822.672276767346,7,1.4292955341618945,0.1,27.654588470802487,1.5434824952518587,17.442058826771756,0,0,275.71974698705446
0,Mumbai,2024-09-08,3,1,7769.949383861244,5,3.5773084515600004,0.19367413885396367,38.65557397908914,10.396685166575336,17.33292409515033,1,1,355.21565189808155
0,Mumbai,2024-09-15,3,1,5844.212054170556,3,3.398737922504988,0.2470769144906011,56.30284348608034,4.4428459216914,16.089986230753095,0,0,273.44037739182824
0,Mumbai,2024-09-22,3,1,5795.820290291936,2,3.0482074147882527,0.4351945093844259,58.32074583025237,0.3500213218336292,16.26077004896603,0,0,258.91857959524737
0,Mumbai,2024-09-29,3,1,5845.996568243316,6,1.5855710760200208,0.1,23.634140382430303,0.298628827540023,15.17459639729177,0,0,249.47316477119435
0,Mumbai,2024-10-06,3,1,6829.1327719652145,3,1.3386663101857263,0.46781284257610645,36.20486444811214,0.0,14.929606123075033,0,0,247.6032188218931
0,Mumbai,2024-10-13,3,1,7118.539010834383,2,3.9071335868245014,0.514179079950922,61.739989704231455,0.27325368399671995,15.66024330623839,0,0,256.8288291139079
0,Mumbai,2024-10-20,3,1,7971.332802687484,4,2.9122638029266095,0.3901560568125998,51.58182724938632,1.68253002283124,11.27544578301393,0,0,283.46798891236847
0,Mumbai,2024-10-27,3,1,8992.136143272974,3,1.5604483372913753,0.4293761041044133,64.49026958224562,1.4827957653398323,17.465581467630706,0,1,297.6149195799003
0,Mumbai,2024-11-03,3,1,7285.951123254221,7,1.4409495884731927,0.2208995663188833,36.2839687803905,4.527952458185574,17.67384851947171,0,1,287.6874266951458
0,Mumbai,2024-11-10,3,1,7788.26531962284,4,3.121414009866685,0.2895585521868288,88.76839793361687,2.987236116979744,17.08922815252487,0,0,288.6546353142994
0,Mumbai,2024-11-17,3,1,8601.378013108742,3,3.5316332211148422,0.5137966699020965,72.5971267439905,3.495458621335458,18.432312861407013,0,1,306.85691007857514
0,Mumbai,2024-11-24,3,1,7636.382557946703,6,2.588176630651556,0.1,27.558542693887333,3.5422558034671434,18.47861201489656,0,0,302.67163450188957
0,Mumbai,2024-12-01,3,1,8178.301539225333,4,2.4818767998539424,0.4220773049140577,75.11896409392295,6.490191623684582,18.468710064364753,0,0,287.80712018526185
0,Mumbai,2024-12-08,3,1,7101.3147136984535,3,2.279439570468843,0.4114461760032089,31.074076045073518,25.96203159525447,24.351402692061924,0,0,273.2288457093222
0,Mumbai,2024-12-15,3,1,7995.5178839029895,2,2.3986073403948014,0.5060135712384581,74.93908056394801,20.46811656179844,24.5833602994417,1,0,300.4322038222095
